dataset_id,model,train_mse,test_mse
300,GradientBoosting,0.03618056983702078,0.06841815128790536
300,SVR,0.06087006056516117,0.053431980577106734
301,RandomForest,0.013677867255560184,0.26953508034334833
301,GradientBoosting,1.4820940125964464e-06,0.257098242384817
301,SVR,0.028386476541248963,0.18899455951076358
306,RandomForest,0.014518949483995947,0.037103296255978295
306,GradientBoosting,0.02142872614383307,0.02878644726687903
306,SVR,0.028902923275301806,0.022773732171440006
310,RandomForest,0.008161713965668341,0.03194320200286901
310,GradientBoosting,0.01354795405712138,0.08154320338505465
310,SVR,0.03362687657087133,0.3418536309718923
314,RandomForest,0.015380472875342088,0.08051460741975261
314,GradientBoosting,0.009077362125137002,0.08424786420331637
314,SVR,0.06563568488235103,0.07989980769306167
321,RandomForest,0.006075095749595225,0.01150869751851202
321,GradientBoosting,0.009872640571602344,0.011857500637852647
321,SVR,0.01616916553743548,0.017870605991162466
325,RandomForest,0.006912703049991804,0.008724944677195125
325,GradientBoosting,0.010379918751586767,0.00924276926073204
325,SVR,0.01650147924385278,0.019816345584051723
335,RandomForest,0.004371533757989235,0.018849628790964603
335,GradientBoosting,0.007768011258832509,0.024597990708607714
335,SVR,0.014440412102352763,0.017562799979536674
338,RandomForest,0.0009230643203096796,0.006759429375439659
338,GradientBoosting,0.002148237228772353,0.00420826871892352
338,SVR,0.00962627570677775,0.009150191572990072
348,RandomForest,0.004302320820214878,0.00608008078769712
348,GradientBoosting,0.00413378581545244,0.00538819595058986
348,SVR,0.020815441729540966,0.035289823522885094
352,RandomForest,0.000675198538763942,0.0023482259179223195
352,GradientBoosting,0.002623700561256471,0.0025022457179876036
352,SVR,0.005355417284631487,0.004373353370568549
354,RandomForest,0.027754063632467452,0.04517061048163217
354,GradientBoosting,0.03756583031149843,0.04349250805007464
354,SVR,0.08432332950748112,0.07943512628935724
361,RandomForest,0.006479904670528771,0.008484769744503906
361,GradientBoosting,0.010214696430865146,0.010043432014290525
361,SVR,0.016231578708243356,0.01962297826412556
367,RandomForest,0.03957697893680285,0.07739255938124485
367,GradientBoosting,0.058998518664941976,0.07142715153136271
367,SVR,0.0690563913565764,0.08805116938078034
370,RandomForest,0.015302384964614156,0.08878503315962191
370,GradientBoosting,0.01578208528690391,0.05649300346496085
370,SVR,0.0476047532404168,0.0714841974005729
383,RandomForest,0.0007980583490457858,0.018438053408193177
383,GradientBoosting,0.002528269843767733,0.017892559428775816
383,SVR,0.0068708422336293,0.008481181575599366
386,RandomForest,0.007337904833401419,0.024497423085453728
386,GradientBoosting,0.009901277938057621,0.010714161163290272
386,SVR,0.01324332981017057,0.013435383485231552
39,RandomForest,0.006846594139832762,0.04119926310237293
39,GradientBoosting,0.008612171387766284,0.011221249809516408
39,SVR,0.011479417657292615,0.029626726247371237
391,RandomForest,0.021535161885907504,0.05611520463374719
391,GradientBoosting,0.037657002081657315,0.05219003326038153
391,SVR,0.051932560152709674,0.05613259879344256
397,RandomForest,0.04204114695638774,0.13197219846798147
397,GradientBoosting,0.004495023578338156,1.2856399277969315
397,SVR,0.19420885668155247,1.939717372109992
401,RandomForest,0.0027191828404645544,0.006510176517619051
401,GradientBoosting,0.00413107836721092,0.011037521260185482
401,SVR,0.0054434779363421015,0.005800381102166239
42,RandomForest,0.02589494546665819,0.0883577507590688
42,GradientBoosting,0.022720146112947766,0.09211606991237757
42,SVR,0.11704394647342524,0.08272922832232217
421,RandomForest,0.015168845702863844,0.27902899802422737
421,GradientBoosting,0.0014860255337431115,0.29990823065492905
421,SVR,0.05669179420908874,0.19150093473759672
428,RandomForest,0.011397967417553088,0.0967355653406434
428,GradientBoosting,0.029295614279616338,0.0743843215259374
428,SVR,0.06473947998134577,0.1196726923226491
429,RandomForest,0.018134517034469732,0.08949954853514927
429,GradientBoosting,0.004020281277138397,0.21283550043079172
429,SVR,0.054479192631616116,0.27175452965360125
43,RandomForest,0.004293273985429133,0.031967845072810315
43,GradientBoosting,0.004072747309969777,0.02458275623504976
43,SVR,0.025113018013537942,0.01619388920058113
430,RandomForest,0.007642102466350603,0.97348410964966
430,GradientBoosting,0.0002667086605177962,1.187047545088101
430,SVR,0.03522198249671292,0.20648233272316258
435,RandomForest,0.011200110921294935,0.025522211750044474
435,GradientBoosting,0.0276044380133022,0.02801702264500426
435,SVR,0.06444977231210676,0.030469130410191503
437,RandomForest,0.022182823412093794,0.07923983964722968
437,GradientBoosting,0.033436305275674025,0.13980151797438956
437,SVR,0.0741419948198413,0.39475603381213065
439,RandomForest,0.012266911069814725,0.058751958311887856
439,GradientBoosting,0.003805161992232046,0.024924696120947425
439,SVR,0.03648441353347596,0.019023685289513686
440,RandomForest,0.001559464166556791,0.006976540634824053
440,GradientBoosting,0.0028815365014995867,0.01137910809862722
440,SVR,0.004599568031370597,0.001575660939482452
446,RandomForest,0.01441406384774287,0.2708703087190415
446,GradientBoosting,8.591951893005122e-05,0.30662901945652654
446,SVR,0.07098657669961542,0.2539217119712017
447,RandomForest,0.002128024823645533,0.0196993707226638
447,GradientBoosting,0.003934262400814785,0.03263514889156899
447,SVR,0.00538390097235407,0.02544385587891719
451,RandomForest,0.0567423371731752,0.04891864597959639
451,GradientBoosting,0.05108043237762398,0.04655868887496331
451,SVR,0.1635086664036514,0.06146328168779439
453,RandomForest,0.030807358751495276,0.6841082906496687
453,GradientBoosting,0.041900630838317694,0.6213153903603211
453,SVR,0.042128200712243796,0.7506983683597998
461,RandomForest,0.0235034226526381,0.09442996813901607
461,GradientBoosting,0.02208224062776807,0.06687662774015266
461,SVR,0.0805595863868496,0.09016463995225368
462,RandomForest,0.01829329897406451,0.06538723556010832
462,GradientBoosting,0.007808803832728454,0.07453617881691155
462,SVR,0.0673193531131707,0.08174024569169343
465,RandomForest,0.016276964377554035,0.060137097958088394
465,GradientBoosting,0.02757815130460972,0.05707660392048429
465,SVR,0.033028287540886686,0.10942800412335242
469,RandomForest,0.0022899256916461075,0.003172432493522392
469,GradientBoosting,0.0001747105922389534,0.0025628622761609964
469,SVR,0.01550489416497783,0.04403283842953027
482,RandomForest,0.02642136874788742,0.010826082130514171
482,GradientBoosting,0.006856051610256448,0.011691912473916544
482,SVR,0.11891066181662768,0.05192199102116061
483,RandomForest,0.006005776929932371,0.0042499111602238345
483,GradientBoosting,0.007955679229479106,0.005163302154274037
483,SVR,0.012788473872422185,0.008280756953150163
490,RandomForest,0.013558543846456517,0.0187257071760808
490,GradientBoosting,0.0004989307328852695,0.01874553323124538
490,SVR,0.05399289218291652,0.02529909459110226
491,RandomForest,0.043880285370470694,0.053643270058763785
491,GradientBoosting,0.0042492883294542585,0.06099986556524362
491,SVR,0.15253272248984834,0.19476604310179163
495,RandomForest,0.005732676364195848,0.011068705739572244
495,GradientBoosting,0.009243612150569992,0.011769179493867686
495,SVR,0.015081232270620222,0.02347118153482893
498,RandomForest,0.024400709481763056,0.07279996656370862
498,GradientBoosting,0.03811903705882891,0.06859860078131469
498,SVR,0.05882698448463668,0.055568121455803116
499,RandomForest,0.02122078013354849,0.06654283432127886
499,GradientBoosting,0.014114254882929464,0.068951269937242
499,SVR,0.06078063908835557,0.06341983062928845
505,RandomForest,0.02810991846091881,0.02708285252008664
505,GradientBoosting,0.007965431741790692,0.0313478327993257
505,SVR,0.05207791218419032,0.019736590822442914
506,RandomForest,0.03167957440513319,0.23068647221601032
506,GradientBoosting,0.00821815420099382,0.19313869392554342
506,SVR,0.054898160640479594,0.19909423347441327
507,RandomForest,0.03351229046129713,0.043181327262765926
507,GradientBoosting,0.04916076217367792,0.03780674895088799
507,SVR,0.06882147313362799,0.054983111989472824
66,RandomForest,0.0058876766052719355,0.044973329571804305
66,GradientBoosting,0.0003096855556955763,0.02246196596090918
66,SVR,0.08134997865834201,0.04799449069484722
74,RandomForest,0.003169873459078187,0.013142773384246575
74,GradientBoosting,0.006231481575144181,0.0127220740948227
74,SVR,0.017851915871309708,0.01775028093666547
75,RandomForest,0.025674014307203202,0.1639943153119968
75,GradientBoosting,0.015516796140596242,0.11405194316655115
75,SVR,0.1118381614108167,0.7020453221740739
79,RandomForest,0.013034697367035934,0.10387119187982002
79,GradientBoosting,0.010260938653967114,0.12581870475877815
79,SVR,0.11037709740622312,0.1819710810518618
9,RandomForest,0.007534810182906966,0.011312780505534917
9,GradientBoosting,0.008707310382970295,0.011442160569384472
9,SVR,0.010708995933209144,0.01280977524333645
92,RandomForest,0.007020263996574302,0.10995240557522856
92,GradientBoosting,0.014267718206824943,0.06305218369993917
92,SVR,0.04297186256866409,0.09520008629142906
